HA_WEIGHT,BOILINGER_WEIGHT,SLOW_MA_PERIOD,SLOW_MA_WEIGHT,FAST_MA_PERIOD,FASTS_SLOW_MA_CROSS_WEIGHT,KAMA_PERIOD,KAMA_WEIGHT,EMA50_PERIOD,EMA50_WEIGHT,EMA30_PERIOD,EMA30_WEIGHT,ATR_PERIOD,ATR_WEIGHT,RSI_PERIOD,RSI_WEIGHT,PLUSDI_WEIGHT,MINUSDI_WEIGHT,STRATEGY_EMMITED,STRATEGY_CONFLUENCE_FILTERED,STRATEGY_CONFIDENCE_FILTERED,STRATEGY_CONFLUENCE_ACCEPTANCE_RATE,WIN_RATE,FREQUENCY_RATE,TOTAL_RATE,PROFIT_RATE,SL_LEVEL,TP_LEVEL,<class '__main__.CandleSequence'>_CONFLUENT,<class '__main__.CandleSequence'>_DIVERGENT,<class '__main__.CandleSequence'>_ACCEPTANCE_RATE,<class '__main__.MovingAverage'>_CONFLUENT,<class '__main__.MovingAverage'>_DIVERGENT,<class '__main__.MovingAverage'>_ACCEPTANCE_RATE,<class '__main__.KAMA'>_CONFLUENT,<class '__main__.KAMA'>_DIVERGENT,<class '__main__.KAMA'>_ACCEPTANCE_RATE,<class '__main__.EMA'>_CONFLUENT,<class '__main__.EMA'>_DIVERGENT,<class '__main__.EMA'>_ACCEPTANCE_RATE,<class '__main__.ATR'>_CONFLUENT,<class '__main__.ATR'>_DIVERGENT,<class '__main__.ATR'>_ACCEPTANCE_RATE,<class '__main__.RSI'>_CONFLUENT,<class '__main__.RSI'>_DIVERGENT,<class '__main__.RSI'>_ACCEPTANCE_RATE,<class '__main__.ADX'>_CONFLUENT,<class '__main__.ADX'>_DIVERGENT,<class '__main__.ADX'>_ACCEPTANCE_RATE,<class '__main__.MINUS_DI'>_CONFLUENT,<class '__main__.MINUS_DI'>_DIVERGENT,<class '__main__.MINUS_DI'>_ACCEPTANCE_RATE,<class '__main__.PLUS_DI'>_CONFLUENT,<class '__main__.PLUS_DI'>_DIVERGENT,<class '__main__.PLUS_DI'>_ACCEPTANCE_RATE,CLOSED
1.25,0,200,50,60,0.5,100,0,50,0,50,0,14,1,14,1,0,1,588,7,0.8571428571428571,0.011904761904761904,32.967032967032964,91.0,73.18681318681318,100.0,2.5,3.5,0,0,1.0,0,0,0.9913606911447084,0,1,0.9960159362549801,0,1,0.994535519125683,0,0,0,1,0,0.9936305732484076,0,0,0,0,0,0.9908675799086758,0,1,0.9968454258675079,-0.2910966623545761
1.5,2,200,60,60,0,120,0,60,1,60,1,14,0.5,14,0.5,1,0,726,3,1.0,0.004132231404958678,35.714285714285715,14.000000000000002,74.28571428571429,100.0,3,4.5,1,0,1.0,0,0,0.9977272727272727,1,0,0.9960159362549801,1,0,0.9947275922671354,0,0,0,0,0,1.0,0,0,0,0,0,0.9952153110047847,1,0,0.9970149253731343,-0.4598741039546894
0.75,0,200,50,60,0.5,100,2,50,0.5,50,0.5,14,1,14,2,0.5,0,744,10,0.7,0.013440860215053764,65.0,60.0,86.0,100.0,1.5,2.0,1,0,1.0,1,0,0.9948979591836735,1,0,0.9907529722589168,1,0,0.9907749077490775,0,0,0,0,0,1.0,0,0,0,1,0,0.9922077922077922,0,0,0.989247311827957,-0.034017818277092715
1.25,2,205,60,50,0,120,1,60,0,60,0,14,0.5,14,1.5,0,0,738,7,0.8571428571428571,0.009485094850948509,60.43956043956044,91.0,84.17582417582418,100.0,3,4.5,0,0,1.0,0,0,1.0,1,0,0.9920634920634921,0,0,0.9980694980694981,0,0,0,0,0,1.0,0,0,0,1,0,0.9948849104859335,0,0,0.989041095890411,-0.35120804026459496
1,2,190,60,60,0,120,0,60,0,60,0,14,1.5,14,1.5,0,0.5,693,33,0.6060606060606061,0.047619047619047616,68.15331010452962,-2670.0,78.2379600974374,84.96106009270925,3,4.5,1,0,1.0,0,1,1.0,0,1,0.9986684420772304,0,1,0.9980582524271845,0,0,0,1,0,0.9523809523809523,0,0,0,0,0,0.9972451790633609,0,1,1.0,-0.3609471678551017
1,2,190,60,60,0,120,0,60,0,60,0,14,1.5,14,1.5,0,0.5,693,38,0.6052631578947368,0.05483405483405483,38.575393154486584,-4124.0,66.34390159824615,84.85624056075252,3,4.5,1,0,1.0,1,0,0.9974226804123711,1,0,0.9973404255319149,1,0,0.9961904761904762,0,0,0,0,0,0.9513888888888888,0,0,0,0,0,0.9971509971509972,1,0,0.9975062344139651,0.485784358173305
1.25,0,200,50,60,0.5,100,0,50,0,50,0,14,1,14,1.5,0,0,664,3,1.0,0.004518072289156626,28.57142857142857,14.000000000000002,66.36798289376345,91.56568577532003,1.5,3.0,0,0,1.0,0,0,0.9978118161925602,0,1,0.9986684420772304,0,1,0.9982174688057041,0,0,0,1,0,0.988950276243094,0,0,0,0,1,1.0,0,0,0.9978118161925602,-0.20628027969607388
1.5,2,190,40,60,0,80,0,40,1,40,1,14,0.5,14,1.5,1,0,624,5,1.0,0.008012820512820512,52.72727272727272,55.00000000000001,80.18339605397753,98.48747827178073,3,5.0,1,0,1.0,1,0,0.9887387387387387,1,0,0.9933774834437086,0,0,0.9946236559139785,0,0,0,0,0,1.0,0,0,0,1,0,0.9966777408637874,0,0,0.9911894273127754,-0.3467104119311415
1.25,0,200,50,60,0.5,100,0,50,0,50,0,14,1,14,1.5,0,0,681,2,1.0,0.002936857562408223,20.0,5.000000000000004,68.0,100.0,1.5,2.5,0,0,1.0,1,0,0.9977777777777778,1,0,0.9986684420772304,1,0,0.9981024667931688,0,0,0,0,0,0.9936305732484076,0,0,0,0,0,1.0,1,0,0.9977827050997783,0.3033312513400972
1.25,0,200,50,60,0.5,100,0,50,0,50,0,14,1,14,1.5,0,0,669,4,0.75,0.005979073243647235,35.714285714285715,14.000000000000002,74.28571428571429,100.0,1.5,2.5,1,0,1.0,1,0,0.9960159362549801,1,0,0.9973404255319149,1,0,0.9963833634719711,0,0,0,0,0,0.994413407821229,0,0,0,1,0,0.996309963099631,0,0,0.997920997920998,-0.08655850809471133
1.25,0,200,50,50,0.5,100,0,50,0.5,50,0.5,14,1,14,1.5,0.5,0,651,2,1.0,0.0030721966205837174,20.0,5.000000000000004,68.0,100.0,3,5.0,1,0,1.0,1,0,0.9979550102249489,1,0,0.9973404255319149,1,0,0.9981981981981982,0,0,0,0,0,1.0,0,0,0,0,0,0.9963503649635036,1,0,0.997907949790795,0.7580854090851403
1.25,0,200,50,50,0.5,100,0,50,0.5,50,0.5,14,1,14,1.5,0.5,0,647,6,0.6666666666666666,0.00927357032457496,43.333333333333336,30.000000000000004,74.73888649500306,95.6759219361162,3,5.0,0,1,1.0,1,0,0.9929906542056075,1,0,0.9946949602122016,1,0,0.9941972920696325,0,0,0,0,0,1.0,0,0,0,1,0,0.994269340974212,0,0,0.9950617283950617,-0.4743686471432085
1.25,0,195,40,30,0,80,0,40,0.5,40,0.5,14,0.5,14,1,0.5,1,570,17,0.7647058823529411,0.02982456140350877,57.26495726495726,-619.0,67.5049444963723,74.331602650649,1.5,2.0,0,1,1.0,0,0,0.9976689976689976,1,0,0.9907529722589168,1,0,0.9900199600798403,0,0,0,0,0,0.9700598802395209,0,0,0,0,0,0.9831460674157303,1,0,0.9975062344139651,0.41530616372943996
1.25,0,195,40,30,0,80,0,40,0.5,40,0.5,14,0.5,14,1,0.5,1,551,19,0.7368421052631579,0.034482758620689655,62.857142857142854,-815.0,73.13462350896023,79.98627727683848,1.5,2.0,0,1,1.0,0,0,0.9976190476190476,0,1,0.9907529722589168,0,0,0.9903288201160542,0,0,0,0,0,0.9702380952380952,0,0,0,0,0,0.9826086956521739,0,1,0.9975728155339806,0.10034253082926625
0.75,0.5,190,50,40,0.5,100,0,50,0.5,50,0.5,14,0,14,1.5,0.5,0,606,41,0.7317073170731707,0.06765676567656766,71.1158117398202,-9255.0,79.54543438181581,85.16518280981289,3,4.0,1,0,1.0,0,0,0.9912472647702407,1,0,0.9881422924901185,0,0,0.9871559633027523,0,0,0,0,0,0.9238578680203046,0,0,0,0,0,0.9834983498349835,0,1,0.9868995633187773,0.45425677743642723
0.75,0.5,190,50,40,0.5,100,0,50,0.5,50,0.5,14,0,14,1.5,0.5,0,614,44,0.7045454545454546,0.07166123778501629,74.73118279569893,-10216.0,79.32357834607687,82.38517537966219,3,4.0,1,0,1.0,0,0,0.993103448275862,0,1,0.9881422924901185,0,1,0.9887850467289719,0,0,0,1,0,0.9207920792079208,0,0,0,0,1,0.9843260188087775,0,0,0.9886621315192744,-0.8962268236815447
0.75,0.5,190,50,40,0.5,100,0,50,0.5,50,0.5,14,0,14,1.5,0.5,0,620,50,0.7,0.08064516129032258,47.16297786720322,-14710.0,68.243124579322,82.29655572073453,3,4.0,1,0,1.0,1,0,0.9931818181818182,1,0,0.9881422924901185,1,0,0.9871323529411765,0,0,0,0,0,0.9128440366972477,0,0,0,1,0,0.9823529411764705,0,0,0.9904761904761905,0.4037808795980311
0.75,0.5,190,50,40,0.5,100,0,50,0.5,50,0.5,14,0,14,1.5,0.5,0,622,53,0.6981132075471698,0.08520900321543408,40.01137980085348,-17375.0,65.38248535278261,82.29655572073536,3,4.0,0,0,1.0,0,1,0.9910514541387024,0,1,0.9868421052631579,0,1,0.9854280510018215,0,0,0,1,0,0.9090909090909091,0,0,0,0,1,0.9799426934097422,0,0,0.9902912621359223,-0.3187704100670601
0.75,2,195,70,50,1,140,0.5,70,0.5,70,0.5,14,0.5,14,1,0.5,0,714,8,0.875,0.011204481792717087,65.0,60.0,86.0,100.0,1.5,2.0,1,0,1.0,0,0,0.9978021978021978,0,1,0.9933774834437086,0,0,0.9981916817359855,0,0,0,1,0,0.9782608695652174,0,0,0,0,0,1.0,0,1,0.9975,0.19719979427929957
0.75,2,195,70,50,1,140,0.5,70,0.5,70,0.5,14,0.5,14,1,0.5,0,714,9,0.8888888888888888,0.012605042016806723,44.6078431372549,-4.0000000000000036,77.84313725490196,100.0,1.5,2.0,1,0,1.0,0,0,0.9977827050997783,1,0,0.9920634920634921,1,0,0.9963702359346642,0,0,0,0,0,0.9782608695652174,0,0,0,0,0,1.0,1,0,0.9950617283950617,-0.14066641254947854
0.75,2,190,50,50,1,100,1.5,50,0.5,50,0.5,14,0,14,2,0.5,0,667,21,0.7619047619047619,0.031484257871064465,71.52406417112299,-1296.0,78.53643793166434,83.21135377202525,1.5,2.0,1,0,1.0,1,0,0.9798657718120806,1,0,0.97911227154047,1,0,0.982363315696649,0,0,0,0,0,1.0,0,0,0,0,0,0.9883381924198251,1,0,0.9809069212410502,-0.1383111892803015
1.25,1.5,190,70,60,0,140,0.5,70,0,70,0,14,0,14,2,0,0.5,660,8,0.75,0.012121212121212121,60.43956043956044,91.0,84.17582417582418,100.0,1.5,2.0,1,0,1.0,0,0,0.9866310160427807,1,0,0.9920634920634921,1,0,0.9905482041587902,0,0,0,0,0,1.0,0,0,0,1,0,0.9855072463768116,0,0,1.0,-0.10162800660577886
1.25,0,190,70,60,0,140,0.5,70,0,70,0,14,1.5,14,1.5,0,0,742,12,0.9166666666666666,0.016172506738544475,70.35573122529645,-305.99999999999994,84.31085385130947,93.61426893531815,1.5,2.0,0,0,1.0,0,0,1.0,0,1,0.9986684420772304,0,1,0.9980769230769231,0,0,0,1,0,0.9473684210526315,0,0,0,0,0,1.0,0,1,0.9974619289340102,-0.19600095134592266
1.25,1,190,70,60,1,140,0.5,70,0,70,0,14,0.5,14,1.5,0,0,696,16,0.8125,0.022988505747126436,65.32356532356532,-619.0,74.14818323393798,80.03126184085309,1.5,2.0,1,0,1.0,1,0,0.9778325123152709,1,0,0.9829619921363041,1,0,0.9766606822262118,0,0,0,0,0,1.0,0,0,0,0,0,0.9906542056074766,1,0,0.9795918367346939,-0.23988534137978945
1.5,1.5,205,70,30,1,140,0,70,1,70,1,14,0.5,14,0,1,1.5,729,46,0.6739130434782609,0.06310013717421124,86.59754224270353,-10216.0,91.76185931221188,95.20473735855079,2.5,3.5,0,0,1.0,1,0,0.960352422907489,1,0,0.9603072983354674,1,0,0.9576988155668359,0,0,0,0,0,1.0,0,0,0,1,0,0.9497041420118343,0,0,0.9683972911963883,-0.422795415522387
1,2,195,60,50,0.5,120,1.5,60,0,60,0,14,2,14,1.5,0,1,664,7,0.8571428571428571,0.010542168674698794,60.43956043956044,91.0,84.17582417582418,100.0,3,5.0,1,0,1.0,0,0,1.0,1,0,0.9933774834437086,1,0,0.9964912280701754,0,0,0,0,0,0.99609375,0,0,0,0,0,0.9895561357702349,1,0,0.9973118279569892,-0.3807124057126572
1.5,1.5,205,70,40,0,140,1.5,70,0.5,70,0.5,14,1,14,0.5,0.5,0,700,15,0.7333333333333333,0.02142857142857143,56.32411067193676,-305.99999999999994,71.74563604789313,82.02665296519737,2,2.5,1,0,1.0,1,0,0.9907621247113164,1,0,0.985545335085414,1,0,0.9894179894179894,0,0,0,0,0,1.0,0,0,0,0,0,0.9801980198019802,1,0,0.9943820224719101,0.21154163568408535
1,1.5,195,40,60,1,80,0.5,40,0,40,0,14,0.5,14,0,0,1,625,32,0.75,0.0512,77.93877551020408,-4700.0,85.7550213172345,90.96585185525477,2.5,4.5,0,0,1.0,1,0,0.9866071428571429,1,0,0.9778357235984355,1,0,0.9767054908485857,0,0,0,0,1,0.9859154929577465,0,0,0,0,0,0.9746192893401016,1,0,0.9812332439678284,-0.38727518377217507
1,1.5,195,40,60,1,80,0.5,40,0,40,0,14,0.5,14,0,0,1,625,34,0.7352941176470589,0.0544,69.12217194570135,-5325.0,76.91770149355628,82.11472119212621,2.5,4.5,0,0,1.0,0,0,0.9863325740318907,1,0,0.9765625,1,0,0.9745762711864406,0,0,0,0,1,0.9857651245551602,0,0,0,1,0,0.9728395061728395,0,0,0.9807162534435262,-0.6564084858605952
1,0,200,40,40,1,80,1.5,40,0,40,0,14,1,14,2,0,0,636,14,0.5714285714285714,0.0220125786163522,66.17647058823529,-4.0000000000000036,84.71098009767657,97.06731977063741,2,2.5,0,1,1.0,0,0,0.982051282051282,1,0,0.9894459102902374,1,0,0.988909426987061,0,0,0,0,0,1.0,0,0,0,0,0,0.9922480620155039,1,0,0.9891891891891892,-0.19477526635671438
1.25,2,200,40,30,1,80,0,40,0,40,0,14,1.5,14,2,0,1.5,727,13,0.8461538461538461,0.017881705639614855,66.40316205533597,-305.99999999999994,80.96148174880064,90.6670282111104,3,4.5,0,0,1.0,0,1,0.9972602739726028,0,1,1.0,0,1,1.0,0,0,0,1,0,0.9690721649484536,0,0,0,0,0,0.9971751412429378,0,1,0.9974874371859297,-0.35570728204214674
1,0,200,40,60,0.5,80,0,40,1,40,1,14,1,14,1,1,0,658,12,0.75,0.0182370820668693,70.17543859649122,-85.00000000000001,87.51282746229656,99.0710867061668,1.5,2.0,0,1,1.0,0,0,0.9900497512437811,1,0,0.9920634920634921,1,0,0.9887429643527205,0,0,0,0,0,1.0,0,0,0,1,0,0.9908536585365854,0,0,0.9860788863109049,-0.27894433592358325
1.25,0,200,40,60,0.5,80,0,40,0,40,0,14,1.5,14,1,0,0.5,603,6,0.8333333333333334,0.009950248756218905,54.54545454545454,55.00000000000001,81.81818181818181,100.0,1.5,2.0,1,0,1.0,1,0,0.9923469387755102,1,0,0.9973404255319149,0,0,0.9980314960629921,0,0,0,0,0,0.9946808510638298,0,0,0,1,0,0.9971098265895953,0,0,0.9926470588235294,0.40625351330159276
0.75,0,200,40,60,1,80,0.5,40,0,40,0,14,1,14,0.5,0,0,679,9,0.7777777777777778,0.013254786450662739,65.0,60.0,86.0,100.0,1.5,2.0,1,0,1.0,0,0,1.0,0,1,0.9986684420772304,0,1,1.0,0,0,0,0,0,0.9704142011834319,0,0,0,0,1,0.9971910112359551,0,0,1.0,-0.3730226944418291
0.75,0,200,40,60,1,80,0.5,40,0,40,0,14,1,14,0.5,0,0,679,10,0.8,0.014727540500736377,44.6078431372549,-4.0000000000000036,77.84313725490196,100.0,1.5,2.0,0,0,1.0,1,0,0.9973890339425587,1,0,0.9973404255319149,1,0,0.9980237154150198,0,0,0,0,0,0.9704142011834319,0,0,0,1,0,0.9943977591036415,0,0,1.0,0.29351928816784323
1.25,0,200,40,50,0,80,0,40,0.5,40,0.5,14,1.5,14,2,0.5,0.5,746,4,1.0,0.005361930294906166,46.666666666666664,30.000000000000004,78.66666666666666,100.0,1.5,2.0,0,0,1.0,1,0,0.9930232558139535,1,0,0.9960159362549801,1,0,0.9961389961389961,0,0,0,0,0,1.0,0,0,0,1,0,0.9950372208436724,0,0,0.9943019943019943,0.3496706007313719
0.75,0,205,70,30,1,140,0,70,0,70,0,14,1,14,2,0,0.5,741,13,0.8461538461538461,0.017543859649122806,75.8893280632411,-305.99999999999994,90.252668048928,99.82822803938593,2.5,4.0,0,1,1.0,1,0,0.9859437751004017,1,0,0.9894459102902374,1,0,0.9879931389365352,0,0,0,0,0,0.9745762711864406,0,0,0,1,0,0.987603305785124,0,0,0.9927007299270073,-0.2919550061494647
0.75,0,205,40,50,0.5,80,0,40,0,40,0,14,1.5,14,2,0,0,750,8,0.875,0.010666666666666666,64.28571428571429,60.0,85.17219714708988,99.09651905467362,1.5,3.0,0,0,1.0,0,1,1.0,0,1,1.0,0,1,1.0,0,0,0,1,0,0.9469026548672567,0,0,0,0,0,1.0,0,1,0.9963768115942029,-0.13671021309794185
0.75,0,200,70,50,1,140,0,70,1,70,1,14,1,14,0,1,1,651,8,0.875,0.01228878648233487,55.00000000000001,60.0,76.12893273814181,90.21488789690304,1.5,2.5,0,0,1.0,0,0,0.990909090909091,1,0,0.9907529722589168,0,0,0.9907235621521335,0,0,0,0,1,1.0,0,0,0,1,0,0.9875776397515528,0,0,0.993103448275862,0.28027120379107373
0.75,2,205,50,40,1,100,1.5,50,0,50,0,14,2,14,2,0,0.5,734,5,1.0,0.006811989100817439,45.45454545454545,55.00000000000001,71.632039352269,89.08370195075138,3,5.0,1,0,1.0,1,0,0.9919137466307277,1,0,0.9933774834437086,1,0,0.9910071942446043,0,0,0,0,0,1.0,0,0,0,0,0,0.9941002949852508,1,0,0.9927884615384616,0.5436440111301124
0.75,1.5,190,50,60,0.5,100,0.5,50,1,50,1,14,1,14,1,1,1.5,704,12,0.75,0.017045454545454544,70.17543859649122,-85.00000000000001,87.2202968723756,98.58353572296517,3,4.5,1,0,1.0,1,0,0.9922279792746114,1,0,0.9881422924901185,1,0,0.987410071942446,0,0,0,0,0,1.0,0,0,0,0,0,0.987012987012987,1,0,0.9889135254988913,0.5305639646770715
0.75,1.5,190,50,60,0.5,100,0.5,50,1,50,1,14,1,14,1,1,1.5,720,14,0.7857142857142857,0.019444444444444445,75.29644268774703,-305.99999999999994,89.67380239763237,99.25870887088927,3,4.5,1,0,1.0,0,0,0.9907834101382489,1,0,0.985545335085414,1,0,0.983754512635379,0,0,0,0,0,1.0,0,0,0,1,0,0.9842767295597484,0,0,0.9864559819413092,-0.2996589460934729
0.75,1.5,190,50,60,0.5,100,0.5,50,1,50,1,14,1,14,1,1,1.5,715,14,0.7857142857142857,0.019580419580419582,56.126482213438734,-305.99999999999994,70.56049253145707,80.1831660768026,3,4.5,1,0,1.0,1,0,0.9901477832512315,1,0,0.985545335085414,1,0,0.9834862385321101,0,0,0,0,0,1.0,0,0,0,0,0,0.9847560975609756,1,0,0.9861431870669746,-0.5324273126677923
