HA_WEIGHT,BOILINGER_WEIGHT,SLOW_MA_PERIOD,SLOW_MA_WEIGHT,FAST_MA_PERIOD,FASTS_SLOW_MA_CROSS_WEIGHT,EMA50_PERIOD,EMA50_WEIGHT,EMA30_PERIOD,EMA30_WEIGHT,ATR_PERIOD,MACD_WEIGHT,PLUSDI_MINUSDI_WEIGHT,SAR_WEIGHT,SAR_ACC,STRATEGY_EMMITED,STRATEGY_CONFLUENCE_FILTERED,STRATEGY_CONFIDENCE_FILTERED,STRATEGY_CONFLUENCE_ACCEPTANCE_RATE,WIN_RATE,FREQUENCY_RATE,TOTAL_RATE,PROFIT_RATE,SL_LEVEL,TP_LEVEL,<class '__main__.CandleSequence'>_CONFLUENT,<class '__main__.CandleSequence'>_DIVERGENT,<class '__main__.CandleSequence'>_ACCEPTANCE_RATE,<class '__main__.MovingAverage'>_CONFLUENT,<class '__main__.MovingAverage'>_DIVERGENT,<class '__main__.MovingAverage'>_ACCEPTANCE_RATE,<class '__main__.EMA'>_CONFLUENT,<class '__main__.EMA'>_DIVERGENT,<class '__main__.EMA'>_ACCEPTANCE_RATE,<class '__main__.ATR'>_CONFLUENT,<class '__main__.ATR'>_DIVERGENT,<class '__main__.ATR'>_ACCEPTANCE_RATE,<class '__main__.MACD'>_CONFLUENT,<class '__main__.MACD'>_DIVERGENT,<class '__main__.MACD'>_ACCEPTANCE_RATE,<class '__main__.MINUS_DI'>_CONFLUENT,<class '__main__.MINUS_DI'>_DIVERGENT,<class '__main__.MINUS_DI'>_ACCEPTANCE_RATE,<class '__main__.PLUS_DI'>_CONFLUENT,<class '__main__.PLUS_DI'>_DIVERGENT,<class '__main__.PLUS_DI'>_ACCEPTANCE_RATE,<class '__main__.VOLUME'>_CONFLUENT,<class '__main__.VOLUME'>_DIVERGENT,<class '__main__.VOLUME'>_ACCEPTANCE_RATE,<class '__main__.SAR'>_CONFLUENT,<class '__main__.SAR'>_DIVERGENT,<class '__main__.SAR'>_ACCEPTANCE_RATE,CLOSED
1.25,0.5,180,0.5,50,1,90,1.5,25,1.5,14,0.5,0.5,1.5,0.16161001033398115,381,39,0.5897435897435898,0.10236220472440945,79.41720629047178,-4124.0,93.82516188714153,100.0,2.5,4.5,0,1,1.0,1,0,0.9590909090909091,1,0,0.937037037037037,0,0,0,0,0,0.9411764705882353,0,0,0.9090909090909091,0,0,0.8983050847457628,0,0,0.9166666666666666,1,0,0.9456264775413712,0.2675500000000284
1.25,0.5,180,0.5,50,1,90,1.5,25,1.5,14,0.5,0.5,1.5,0.16161001033398115,379,44,0.6136363636363636,0.11609498680738786,70.70707070707071,-6730.0,91.21212121212122,100.0,2.5,4.5,1,0,1.0,0,0,0.9476190476190476,0,0,0.9330855018587361,0,0,0,1,0,0.9349112426035503,0,0,0.9285714285714286,0,0,0.8771929824561403,0,0,0.9090909090909091,1,0,0.936768149882904,0.6120304928000593
1.25,0.5,180,0.5,50,1,90,1.5,25,1.5,14,0.5,0.5,1.5,0.16161001033398115,379,46,0.5652173913043478,0.12137203166226913,70.4725044347686,-6001.0,91.12547114021075,99.97674258540026,2.5,4.5,1,0,1.0,0,0,0.9476190476190476,0,0,0.935361216730038,0,0,0,0,0,0.9457831325301205,0,0,0.9743589743589743,0,0,0.8793103448275862,0,0,0.9090909090909091,1,0,0.9389671361502347,0.05285667839994801
1.25,0.5,180,0.5,50,1,90,1.5,25,1.5,14,0.5,0.5,1.5,0.16161001033398115,379,45,0.6,0.11873350923482849,72.8138528138528,-6730.0,91.84415584415584,100.0,2.5,4.5,0,0,1.0,0,0,0.9476190476190476,1,0,0.9288389513108615,0,0,0,0,0,0.9393939393939394,1,0,0.9523809523809523,0,0,0.8620689655172413,0,0,0.9090909090909091,1,0,0.936768149882904,0.7373239999999583
1.25,0.5,180,0.5,50,1,90,1.5,25,1.5,14,0.5,0.5,1.5,0.16161001033398115,378,37,0.5945945945945946,0.09788359788359788,58.498023715415016,-3595.0000000000005,87.5494071146245,100.0,2.5,4.5,0,0,1.0,0,0,0.9585492227979274,1,0,0.9372384937238494,0,0,0,0,0,0.9512195121951219,0,0,0.9534883720930233,0,0,0.9038461538461539,0,0,0.9,1,0,0.9478672985781991,0.16849999999999454
1.25,0.5,180,0.5,50,1,90,1.5,25,1.5,14,0.5,0.5,1.5,0.16161001033398115,378,36,0.6111111111111112,0.09523809523809523,49.80237154150198,-3595.0000000000005,84.9407114624506,100.0,2.5,4.5,1,0,1.0,1,0,0.9583333333333334,0,0,0.9396551724137931,0,0,0,0,0,0.9506172839506173,0,0,0.9534883720930233,0,0,0.92,0,0,0.9,1,0,0.9478672985781991,0.36761199999999405
1.25,0.5,180,0.5,50,1,90,1.5,25,1.5,14,0.5,0.5,1.5,0.16161001033398115,378,38,0.631578947368421,0.10052910052910052,56.10204081632653,-4700.0,86.83061224489795,100.0,2.5,4.5,0,0,1.0,1,0,0.9526315789473684,1,0,0.9390243902439024,0,0,0,0,0,0.9470588235294117,0,0,0.95,0,0,0.9230769230769231,0,0,0.9,1,0,0.9433962264150944,-0.015639654043368978
1.25,0.5,180,0.5,50,1,90,1.5,25,1.5,14,0.5,0.5,1.5,0.16161001033398115,379,40,0.625,0.10554089709762533,69.08597285067873,-5325.0,90.08687302653846,99.08725881619263,2.5,4.5,0,0,1.0,0,0,0.9481132075471698,1,0,0.9302325581395349,0,0,0,0,0,0.9556962025316456,1,0,0.918918918918919,0,0,0.9574468085106383,0,0,1.0,1,0,0.9411764705882353,-0.02955999999996095
1.25,0.5,180,0.5,50,1,90,1.5,25,1.5,14,0.5,0.5,1.5,0.16161001033398115,379,42,0.6190476190476191,0.11081794195250659,61.55458796968231,-6001.0,85.08418667846595,95.1683004108018,2.5,4.5,0,0,1.0,0,0,0.9489795918367347,0,0,0.9308943089430894,0,0,0,0,0,0.954248366013072,0,0,0.9210526315789473,0,0,0.9591836734693877,0,0,1.0,1,0,0.9389671361502347,-0.9257168089147569
0.75,1.5,180,1,50,2,90,0,25,0,14,1.5,0,2,0.1516718243735588,694,41,0.7317073170731707,0.059077809798270896,68.60920148069805,-9255.0,90.47831548097528,99.85079290966553,1.5,3.0,0,0,1.0,1,0,0.9623188405797102,1,0,0.9532710280373832,0,0,0,1,0,0.9507575757575758,0,0,0.9705882352941176,0,0,0.9381443298969072,0,0,0.9375,1,0,0.958904109589041,-0.9852946651136563
1,0,180,1,50,0.5,90,1,25,1,14,1.5,1,2,0.052035116255316705,483,102,0.27450980392156865,0.2111801242236025,59.34065934065934,91.0,87.07269423489107,98.95785204670466,2,3.0,0,0,1.0,1,0,0.9540983606557377,1,0,0.9444444444444444,0,0,0,0,0,0.9695431472081218,0,0,0.9487179487179487,1,0,0.9024390243902439,0,0,0.9166666666666666,1,0,0.946969696969697,-0.23482885423803168
1,0,180,1,40,0.5,90,1,20,1,14,1.5,1,2,0.13935840473091676,384,46,0.5217391304347826,0.11979166666666667,49.60474308300395,-305.99999999999994,77.00642378170545,88.7500012240061,2,3.0,0,1,1.0,0,0,0.9404761904761905,0,0,0.9296875,0,0,0,0,0,0.9625,0,0,0.9666666666666667,0,0,0.8714285714285714,0,0,1.0,1,0,0.9433962264150944,-0.1286816000000357
0.75,0,180,0.5,30,0.5,90,0.5,15,0.5,14,1.5,1,1.5,0.43779421818932784,767,85,0.6,0.11082138200782268,65.21739130434783,-305.99999999999994,87.02749780384913,96.3746863036354,2,3.0,1,0,1.0,0,0,0.9356223175965666,0,0,0.9297872340425531,0,0,0,1,0,0.9435736677115988,0,0,0.918918918918919,0,0,0.9016393442622951,0,0,0.9444444444444444,1,0,0.9400705052878966,0.3853032733128714
0.75,0,180,0.5,30,0.5,90,0.5,15,0.5,14,1.5,1,1.5,0.43779421818932784,766,79,0.6075949367088608,0.1031331592689295,53.55731225296443,-305.99999999999994,77.46214263061889,87.70706993532794,2,3.0,0,0,1.0,1,0,0.9389978213507625,0,0,0.9345372460496614,0,0,0,0,0,0.9485530546623794,0,0,0.9135802469135802,0,0,0.9090909090909091,0,0,0.9444444444444444,1,0,0.9433962264150944,0.12976346104200331
1.25,1,180,0.5,30,0.5,90,0.5,15,0.5,14,1.5,1.5,1,0.43779421818932784,771,75,0.6266666666666667,0.09727626459143969,66.42958748221906,-1909.0,79.39020230096206,84.94475150899478,2,3.0,0,0,1.0,1,0,0.9545454545454546,1,0,0.9465478841870824,0,0,0,0,0,0.9403973509933775,0,0,0.8933333333333333,0,0,0.937984496124031,0,0,0.8636363636363636,1,0,0.9445100354191264,-0.3417675313862816
1.25,2,180,1.5,30,1.5,90,1,15,1,14,1,0.5,2,0.3480156783468927,383,3,1.0,0.007832898172323759,35.714285714285715,14.000000000000002,80.71428571428571,100.0,1.5,2.5,0,0,1.0,0,0,0.9922178988326849,1,0,0.9853658536585366,0,0,0,1,0,0.9857142857142858,0,0,1.0,1,0,0.967741935483871,0,0,1.0,1,0,0.9925558312655087,-1.9634999999999536
