HA_WEIGHT,BOILINGER_WEIGHT,SLOW_MA_PERIOD,SLOW_MA_WEIGHT,FAST_MA_PERIOD,FASTS_SLOW_MA_CROSS_WEIGHT,EMA50_PERIOD,EMA50_WEIGHT,EMA30_PERIOD,EMA30_WEIGHT,ATR_PERIOD,ATR_WEIGHT,MACD_WEIGHT,PLUSDI_MINUSDI_WEIGHT,SAR_WEIGHT,SAR_ACC,STRATEGY_EMMITED,STRATEGY_CONFLUENCE_FILTERED,STRATEGY_CONFIDENCE_FILTERED,STRATEGY_CONFLUENCE_ACCEPTANCE_RATE,WIN_RATE,FREQUENCY_RATE,TOTAL_RATE,PROFIT_RATE,SL_LEVEL,TP_LEVEL,<class '__main__.CandleSequence'>_CONFLUENT,<class '__main__.CandleSequence'>_DIVERGENT,<class '__main__.CandleSequence'>_ACCEPTANCE_RATE,<class '__main__.MovingAverage'>_CONFLUENT,<class '__main__.MovingAverage'>_DIVERGENT,<class '__main__.MovingAverage'>_ACCEPTANCE_RATE,<class '__main__.EMA'>_CONFLUENT,<class '__main__.EMA'>_DIVERGENT,<class '__main__.EMA'>_ACCEPTANCE_RATE,<class '__main__.ATR'>_CONFLUENT,<class '__main__.ATR'>_DIVERGENT,<class '__main__.ATR'>_ACCEPTANCE_RATE,<class '__main__.ADX'>_CONFLUENT,<class '__main__.ADX'>_DIVERGENT,<class '__main__.ADX'>_ACCEPTANCE_RATE,<class '__main__.MINUS_DI'>_CONFLUENT,<class '__main__.MINUS_DI'>_DIVERGENT,<class '__main__.MINUS_DI'>_ACCEPTANCE_RATE,<class '__main__.PLUS_DI'>_CONFLUENT,<class '__main__.PLUS_DI'>_DIVERGENT,<class '__main__.PLUS_DI'>_ACCEPTANCE_RATE,<class '__main__.VOLUME'>_CONFLUENT,<class '__main__.VOLUME'>_DIVERGENT,<class '__main__.VOLUME'>_ACCEPTANCE_RATE,<class '__main__.SAR'>_CONFLUENT,<class '__main__.SAR'>_DIVERGENT,<class '__main__.SAR'>_ACCEPTANCE_RATE,CLOSED
0.75,0.5,180,2,40,0,2,1.5,2,1.5,14,1.5,2,1.5,2,2,796,18,1.0,0.022613065326633167,78.47321005215741,-1909.0,89.00152526828356,96.02040207903433,2.5,4.5,0,0,1.0,1,0,0.9770114942528736,1,0,0.9697478991596639,0,0,0,0,0,0,1,0,0.9807692307692307,0,0,0.9757709251101322,0,0,0,1,0,0.9779951100244498,-0.1831121752655065
0.75,0.5,180,2,40,0,2,1.5,2,1.5,14,1.5,2,1.5,2,2,796,15,1.0,0.018844221105527637,63.145161290322584,-1040.0,75.3594345578842,83.50228340292527,2.5,4.5,0,0,1.0,1,0,0.9814432989690721,0,0,0.9747292418772563,0,0,0,0,0,0,0,0,0.9819587628865979,1,0,0.9812646370023419,0,0,0,1,0,0.9815950920245399,0.2746857583608744
0.75,0.5,180,2,40,0,2,1.5,2,1.5,14,1.5,2,1.5,2,2,797,13,1.0,0.01631116687578419,63.49206349206349,-619.0,76.45222603171955,85.09233439149024,2.5,4.5,0,0,1.0,1,0,0.9831932773109243,1,0,0.978021978021978,0,0,0,0,0,0,1,0,0.9805352798053528,0,0,0.9875621890547264,0,0,0,1,0,0.984009840098401,0.21060544261786163
0.75,0,180,0,40,0,0,0,0,0,14,0.5,1.5,0,1.5,0,800,3,1.0,0.00375,35.714285714285715,14.000000000000002,74.28571428571429,100.0,3,4.5,0,1,1.0,0,0,0.9956709956709957,1,0,0.9943820224719101,0,0,0,0,0,0,0,0,0.9978213507625272,1,0,0.9941860465116279,0,0,0,1,0,0.9962640099626401,-0.16744464051316754
0.75,0.5,180,1,30,0,1,1.5,1,1.5,14,2,2,1.5,2,1,791,16,0.9375,0.020227560050568902,66.04838709677419,-1040.0,76.45696290319708,83.39601344081234,1.5,2.0,0,1,1.0,1,0,0.9724770642201835,1,0,0.9720670391061452,0,0,0,0,0,0,1,0,0.9789473684210527,0,0,0.9852941176470589,0,0,0,1,0,0.9815950920245399,-0.12075452944802123
1.25,1.5,180,2,40,1.5,2,0.5,2,0.5,14,1.5,1,0.5,1.5,2,794,8,1.0,0.010075566750629723,44.6078431372549,-4.0000000000000036,65.25517864127713,79.02006897729194,2,4.0,0,0,1.0,0,0,0.9864253393665159,0,0,0.9887005649717514,0,0,0,0,0,0,0,0,0.9917864476386037,1,0,0.9875389408099688,0,0,0,1,0,0.9900990099009901,-0.12003972281934239
1,2,180,2,60,1.5,2,0.5,2,0.5,14,0,2,0.5,1,2,717,12,1.0,0.016736401673640166,77.23076923076924,-450.0,90.56758875732696,99.4588017750321,2.5,3.0,0,0,1.0,0,0,0.981042654028436,0,0,0.9829545454545454,0,0,0,0,0,0,0,0,0.980544747081712,1,0,0.9932885906040269,0,0,0,1,0,0.9852216748768473,-0.2092082438388445
1.25,1.5,180,2,60,0,2,0.5,2,0.5,14,1,1,0.5,1,2,773,4,1.0,0.00517464424320828,43.333333333333336,30.000000000000004,75.3821219913099,96.74798109662761,1.5,3.5,0,0,1.0,0,0,0.9949748743718593,1,0,0.9920159680638723,0,0,0,0,0,0,1,0,0.9919517102615694,0,0,1.0,0,0,0,1,0,0.9950248756218906,0.2040942352328443
1,2,180,1,60,1.5,1,0,1,0,14,1,0,0,1.5,1,795,2,1.0,0.0025157232704402514,20.0,5.000000000000004,68.0,100.0,2,3.5,0,0,1.0,1,0,0.9981060606060606,1,0,0.9964850615114236,0,0,0,0,0,0,0,0,0.9975308641975309,1,0,0.9974811083123426,0,0,0,1,0,0.9975062344139651,-0.43450831767029285
1,2,180,1,50,1.5,1,1.5,1,1.5,14,0.5,0,1.5,2,1,792,8,1.0,0.010101010101010102,60.29411764705882,-4.0000000000000036,79.85140023205483,92.88958862205219,2,3.5,0,0,1.0,1,0,0.9845857418111753,0,0,0.9875444839857651,0,0,0,0,0,0,0,0,0.9930394431554525,1,0,0.986737400530504,0,0,0,1,0,0.9900990099009901,-0.1812358416776476
1.25,0,180,0,30,0,0,0,0,0,14,1.5,2,0,2,0,800,4,1.0,0.005,43.333333333333336,30.000000000000004,74.5222735944115,95.31490043513028,1.5,3.5,0,1,1.0,0,0,0.9960861056751468,1,0,0.9942857142857143,0,0,0,0,0,0,1,0,0.995260663507109,0,0,0.9947643979057592,0,0,0,1,0,0.9950248756218906,-0.09823123124991184
1.25,1.5,180,0,40,0,0,0,0,0,14,0,2,0,2,0,800,12,0.9166666666666666,0.015,59.09090909090909,-305.99999999999994,75.41355288463546,86.29531541378638,1.5,3.5,0,0,1.0,0,0,0.9881656804733728,0,0,0.9903474903474904,0,0,0,0,0,0,1,0,0.9898305084745763,0,0,0.9844961240310077,0,0,0,1,0,0.9864364981504316,-0.1600286356737115
1.25,1.5,180,0,40,0,0,0,0,0,14,0,2,0,2,0,800,13,0.9230769230769231,0.01625,46.0,-450.0,70.17718924811952,86.29531541353253,1.5,3.5,1,0,1.0,0,0,0.9880239520958084,0,1,0.9903846153846154,0,0,0,0,0,0,0,1,0.9900332225913622,0,0,0.984313725490196,0,0,0,1,0,0.9852216748768473,0.1921646270984354
0.75,1.5,180,0,50,1,0,0,0,0,14,0,2,0,1.5,0,800,7,1.0,0.00875,47.14285714285714,60.0,69.0852109863977,83.71344688209142,1.5,3.5,0,0,1.0,1,0,0.9887005649717514,1,0,0.9927404718693285,0,0,0,0,0,0,0,0,1.0,1,0,0.9865900383141762,0,0,0,1,0,0.9913258983890955,-0.12576067101724675
1,2,180,2,40,2,2,0,2,0,14,0,1.5,0,1.5,2,800,12,0.9166666666666666,0.015,64.03162055335969,-305.99999999999994,75.46736209431191,83.09118978828006,1.5,2.0,1,0,1.0,1,0,0.983271375464684,1,0,0.9886792452830189,0,0,0,0,0,0,0,1,0.996415770609319,0,0,0.9830508474576272,0,0,0,1,0,0.9864364981504316,-0.16392861265609326
1,2,180,2,40,1.5,2,0,2,0,14,0,1.5,0,1.5,2,770,10,0.9,0.012987012987012988,59.64912280701754,-85.00000000000001,72.63295923283974,81.28885018338786,1.5,2.0,0,0,1.0,0,0,0.9886363636363636,0,0,0.9942307692307693,0,0,0,0,0,0,1,0,0.9928057553956835,0,0,0.9868173258003766,0,0,0,1,0,0.9888751545117429,-0.09789601747490906
0.75,1.5,180,1,40,0.5,1,0.5,1,0.5,14,0,0,0.5,1.5,1,742,6,1.0,0.008086253369272238,56.043956043956044,91.0,75.539695794842,88.53685562876599,1.5,2.0,0,0,1.0,0,0,0.9927007299270073,1,0,0.9944649446494465,0,0,0,0,0,0,0,0,0.9971181556195965,1,0,0.9891067538126361,0,0,0,1,0,0.9925558312655087,0.042800523723229844
0.75,1.5,180,1,40,0.5,1,0.5,1,0.5,14,0,0,0.5,1.5,1,739,6,1.0,0.008119079837618403,59.34065934065934,91.0,81.94784497015226,97.01930205648085,1.5,2.0,0,0,1.0,1,0,0.9920792079207921,1,0,0.9942418426103646,0,0,0,0,0,0,1,0,0.9946524064171123,0,0,0.9907407407407407,0,0,0,1,0,0.9925558312655087,-0.10764823283065539
1.25,2,180,1,60,1.5,1,0.5,1,0.5,14,0.5,2,0.5,2,1,792,3,1.0,0.003787878787878788,35.714285714285715,14.000000000000002,74.28571428571429,100.0,1.5,3.5,1,0,1.0,0,0,0.99800796812749,0,0,0.9981684981684982,0,0,0,0,0,0,1,0,0.9973474801061007,0,0,0.9953051643192489,0,0,0,1,0,0.9962640099626401,-0.28168593610564585
1.25,2,180,1,50,0.5,1,0.5,1,0.5,14,0,0,0.5,1.5,1,784,3,1.0,0.003826530612244898,35.714285714285715,14.000000000000002,74.28571428571429,100.0,1.5,2.0,0,0,1.0,1,0,0.9959100204498977,1,0,0.9942196531791907,0,0,0,0,0,0,0,0,1.0,1,0,0.9927184466019418,0,0,0,1,0,0.9962593516209476,0.2273515375333659
1.25,2,180,0,50,1.5,0,0.5,0,0.5,14,0,0,0.5,1,0,744,12,1.0,0.016129032258064516,50.76923076923077,-450.0,67.92034321135361,79.35441817276883,2.5,4.5,0,0,1.0,0,0,0.9843444227005871,1,0,0.9779005524861878,0,0,0,0,0,0,1,0,0.9946808510638298,0,0,0.9815668202764977,0,0,0,1,0,0.9852034525277436,-0.5000368547621008
1,2,180,2,60,2,2,0,2,0,14,1.5,0,0,1,2,785,5,1.0,0.006369426751592357,25.454545454545453,55.00000000000001,70.18181818181817,100.0,3,4.0,1,0,1.0,1,0,0.9917184265010351,1,0,0.9928057553956835,0,0,0,0,0,0,0,0,1.0,1,0,0.9897540983606558,0,0,0,1,0,0.9937810945273632,-1.424637986061839
0.75,2,180,0,30,0,0,0.5,0,0.5,14,0,0.5,0.5,2,0,791,5,1.0,0.006321112515802781,38.18181818181819,55.00000000000001,75.27272727272728,100.0,3,3.5,0,0,1.0,1,0,0.9901185770750988,1,0,0.9925093632958801,0,0,0,0,0,0,0,0,1.0,1,0,0.9904030710172744,0,0,0,1,0,0.9937810945273632,1.0647859989102244
0.75,2,180,0,30,0,0,0.5,0,0.5,14,0,0.5,0.5,2,0,791,4,1.0,0.0050568900126422255,46.666666666666664,30.000000000000004,78.66666666666666,100.0,3,3.5,0,0,1.0,1,0,0.9916492693110647,1,0,0.9924385633270322,0,0,0,0,0,0,1,0,0.9962546816479401,0,0,0.994413407821229,0,0,0,1,0,0.9950248756218906,0.6149247656339298
1,2,180,2,40,1.5,2,0.5,2,0.5,14,0,0.5,0.5,1,2,753,18,1.0,0.02390438247011952,63.39497392128971,-1909.0,71.99115398554466,77.72194069504796,2,3.5,0,0,1.0,0,0,0.969811320754717,0,0,0.9713774597495528,0,0,0,0,0,0,1,0,0.9717868338557993,0,0,0.9819639278557114,0,0,0,1,0,0.9803921568627451,-1.0408081365012833
0.75,2,180,1,30,0.5,1,0,1,0,14,0,2,0,1.5,1,749,8,1.0,0.010680907877169559,50.98039215686274,-4.0000000000000036,72.42069967108293,86.7142380138964,2.5,4.5,1,0,1.0,1,0,0.9845814977973568,0,0,0.9885057471264368,0,0,0,0,0,0,0,1,0.9884726224783862,0,0,0.9956427015250545,0,0,0,1,0,0.9900990099009901,1.1067410680751948
0.75,2,180,1,30,0.5,1,0,1,0,14,0,2,0,1.5,1,740,9,1.0,0.012162162162162163,58.94736842105262,-85.00000000000001,77.84462154794366,90.44279029920436,2.5,4.5,0,0,1.0,1,0,0.9820627802690582,1,0,0.9865900383141762,0,0,0,0,0,0,1,0,0.9871134020618557,0,0,0.9952267303102625,0,0,0,1,0,0.9888751545117429,0.8372189971162811
0.75,2,180,1,30,0.5,1,0,1,0,14,0,2,0,1.5,1,752,8,1.0,0.010638297872340425,60.78431372549019,-4.0000000000000036,80.20613979178425,93.1540238359803,2.5,4.5,0,0,1.0,1,0,0.9836829836829837,1,0,0.9875259875259875,0,0,0,0,0,0,0,0,0.9894291754756871,1,0,0.996996996996997,0,0,0,1,0,0.9900990099009901,0.6643269799632208
0.75,1.5,180,1,60,0,1,1,1,1,14,0.5,0.5,1,1.5,1,796,6,1.0,0.007537688442211055,46.15384615384615,91.0,71.7602735002008,88.83122506443722,1.5,3.5,0,0,1.0,0,0,0.994413407821229,1,0,0.9888268156424581,0,0,0,0,0,0,0,0,1.0,1,0,0.9852216748768473,0,0,0,1,0,0.9925558312655087,0.6681759532990554
0.75,2,180,0,30,1.5,0,0.5,0,0.5,14,0.5,1,0.5,1.5,0,744,11,0.9090909090909091,0.01478494623655914,70.3896103896104,-185.0,84.98793337153472,94.7201486928176,1.5,2.0,0,0,1.0,1,0,0.980561555075594,1,0,0.9805068226120858,0,0,0,0,0,0,1,0,0.995085995085995,0,0,0.9801488833746899,0,0,0,1,0,0.9876543209876543,0.4776543768139163
0.75,2,180,0,50,2,0,1,0,1,14,0.5,1,1,1.5,0,800,10,1.0,0.0125,61.298701298701296,-185.0,74.86878913322066,83.91551435623357,1.5,2.5,0,0,1.0,0,0,0.9852631578947368,0,0,0.985480943738657,0,0,0,0,0,0,1,0,0.9930394431554525,0,0,0.9815303430079155,0,0,0,1,0,0.9876543209876543,0.39627788873625036
0.75,2,180,0,50,2,0,1,0,1,14,0.5,1,1,1.5,0,800,11,1.0,0.01375,66.40316205533597,-305.99999999999994,79.08300501615405,87.53623365669944,1.5,2.5,1,0,1.0,0,0,0.9852631578947368,0,0,0.9852125693160814,0,0,0,0,0,0,0,0,0.9930232558139535,1,0,0.979002624671916,0,0,0,1,0,0.9864364981504316,0.5404552567156315
0.75,2,180,0,50,2,0,1,0,1,14,0.5,1,1,1.5,0,800,7,1.0,0.00875,62.142857142857146,60.0,82.53645933345662,96.13219412718959,1.5,2.5,0,0,1.0,1,0,0.9932735426008968,1,0,0.9925233644859813,0,0,0,0,0,0,1,0,0.9910112359550561,0,0,0.9917127071823204,0,0,0,1,0,0.9913258983890955,0.337234176537919
0.75,2,180,1,40,0,1,1,1,1,14,0,0,1,2,1,800,16,0.9375,0.02,76.53225806451613,-1040.0,86.96188992189823,93.91497782681964,1.5,2.5,0,0,1.0,0,0,0.9936305732484076,0,0,0.9838129496402878,0,0,0,0,0,0,0,0,0.9832635983263598,1,0,0.9792284866468842,0,0,0,1,0,0.9815950920245399,-0.31088462007315343
0.75,2,180,1,40,0,1,1,1,1,14,0,0,1,2,1,800,13,0.9230769230769231,0.01625,57.84615384615385,-450.0,68.79823025494053,76.09961452746498,1.5,2.5,0,0,1.0,1,0,0.9948849104859335,1,0,0.9885714285714285,0,0,0,0,0,0,1,0,0.9824175824175824,0,0,0.988795518207283,0,0,0,1,0,0.9852216748768473,-0.361218554080466
0.75,2,180,1,50,0,1,1,1,1,14,0,0,1,2,1,724,21,0.9523809523809523,0.029005524861878452,72.1602787456446,-2670.0,81.92892318554833,88.44135281215081,1.5,2.5,0,0,1.0,1,0,0.975,1,0,0.9705340699815838,0,0,0,0,0,0,1,0,0.962882096069869,0,0,0.9917127071823204,0,0,0,1,0,0.975609756097561,-0.1504837404777959
0.75,2,180,1,50,1.5,1,0,1,0,14,2,0.5,0,1.5,1,800,6,1.0,0.0075,49.45054945054945,91.0,69.45804365605996,82.79637312640028,1.5,2.5,0,0,1.0,1,0,0.9910112359550561,1,0,0.9925233644859813,0,0,0,0,0,0,1,0,0.9932735426008968,0,0,0.9944289693593314,0,0,0,1,0,0.9925558312655087,-0.2508992656158284
0.75,2,180,1,30,0,1,1,1,1,14,1,0.5,1,1.5,1,736,6,0.8333333333333334,0.008152173913043478,52.72727272727272,55.00000000000001,79.32773001804847,97.06136821189898,1.5,2.0,0,0,1.0,1,0,0.9899598393574297,1,0,0.9922027290448343,0,0,0,0,0,0,0,0,0.993801652892562,1,0,0.9937694704049844,0,0,0,1,0,0.9937888198757764,0.4435473629799276
0.75,1.5,180,0,30,0,0,0,0,0,14,0,0,0,1.5,0,800,2,1.0,0.0025,20.0,5.000000000000004,68.0,100.0,1.5,3.0,1,0,1.0,1,0,0.9956616052060737,1,0,0.9960238568588469,0,0,0,0,0,0,0,0,1.0,1,0,0.9951690821256038,0,0,0,1,0,0.9975062344139651,-0.29123193117882806
0.75,2,180,0,30,1.5,0,0.5,0,0.5,14,1.5,0,0.5,1,0,749,4,1.0,0.0053404539385847796,46.666666666666664,30.000000000000004,78.66666666666666,100.0,2.5,3.5,0,0,1.0,0,0,0.9934065934065934,1,0,0.9923954372623575,0,0,0,0,0,0,1,0,0.9915254237288136,0,0,1.0,0,0,0,1,0,0.9950248756218906,-0.3878846933350246
0.75,2,180,1,60,1.5,1,0,1,0,14,2,2,0,1.5,1,735,4,0.75,0.005442176870748299,35.714285714285715,14.000000000000002,74.28571428571429,100.0,2,4.0,0,0,1.0,0,0,0.9954441913439636,0,0,0.9963636363636363,0,0,0,0,0,0,0,0,0.9958071278825996,1,0,0.9969325153374233,0,0,0,1,0,0.9962640099626401,-0.35741670991899355
0.75,2,180,1,60,1.5,1,0,1,0,14,2,2,0,1.5,1,767,4,1.0,0.005215123859191656,43.333333333333336,30.000000000000004,74.43840255390208,95.17511536761457,2.5,3.0,0,0,1.0,1,0,0.9933481152993349,1,0,0.9945255474452555,0,0,0,0,0,0,1,0,0.9957173447537473,0,0,1.0,0,0,0,1,0,0.9950248756218906,0.4850553629910337
0.75,2,180,1,30,1.5,1,0,1,0,14,1,2,0,1.5,1,765,6,1.0,0.00784313725490196,54.94505494505495,91.0,77.42509011184623,92.41178022304042,2.5,3.5,0,0,1.0,1,0,0.9909502262443439,1,0,0.9924528301886792,0,0,0,0,0,0,0,0,0.9929245283018868,1,0,0.994750656167979,0,0,0,1,0,0.9925558312655087,-0.3272357198214877
1,2,180,0,60,1.5,0,0,0,0,14,1,1.5,0,2,0,736,6,1.0,0.008152173913043478,56.043956043956044,91.0,79.8153531544416,95.66295122809865,2,3.5,0,0,1.0,0,0,0.9906542056074766,0,0,0.9909747292418772,0,0,0,0,0,0,0,0,0.9889380530973452,1,0,0.9971751412429378,0,0,0,1,0,0.9925558312655087,-0.4020019066034024
1,2,180,0,60,1.5,0,0,0,0,14,1,1.5,0,2,0,739,7,1.0,0.009472259810554804,36.42857142857142,60.0,71.96919930828685,95.66295122809714,2,3.5,0,0,1.0,0,0,0.9904306220095693,0,0,0.9910714285714286,0,0,0,0,0,0,1,0,0.986870897155361,0,0,0.9971428571428571,0,0,0,1,0,0.9913258983890955,0.37013177910637296
1,2,180,0,60,1.5,0,0,0,0,14,1,2,0,2,0,737,7,1.0,0.009497964721845319,65.0,60.0,86.0,100.0,2,2.5,1,0,1.0,1,0,0.9908045977011494,1,0,0.9911032028469751,0,0,0,0,0,0,1,0,0.987012987012987,0,0,0.9971014492753624,0,0,0,1,0,0.9913258983890955,0.39579192058116064
1,2,180,0,60,1.5,0,0,0,0,14,1,2,0,2,0,753,13,1.0,0.017264276228419653,79.36507936507937,-619.0,91.74603174603175,100.0,2,2.5,0,0,1.0,1,0,0.977366255144033,1,0,0.9828767123287672,0,0,0,0,0,0,0,0,0.979381443298969,1,0,0.9938837920489296,0,0,0,1,0,0.984009840098401,0.2199626508287622
1.25,2,180,2,50,0.5,2,0,2,0,14,1,1,0,1,2,657,3,1.0,0.0045662100456621,35.714285714285715,14.000000000000002,74.28571428571429,100.0,2,3.0,0,0,1.0,1,0,0.9932584269662922,1,0,0.9961832061068703,0,0,0,0,0,0,0,0,1.0,1,0,0.9953810623556582,0,0,0,1,0,0.9962640099626401,-0.35049131195097516
